,title,title_label,description,description_label
31,화천군 보건의료원 음압 구급차량 구입,1,"업코리아, UPKOREA ▲ 화천군 보건의료원 음압 구급차량 구입 [업코리아] 화천군 보건의료원이 신속한 <b>코로나</b>19 대응을 위해 음압 구급차량을 구입했다. 화천군은 <b>코로나</b>19 확진자 발생 시 신속히 이송할 수 있는 음압... ",1
32,영동소방서 학산119안전센터 구급대원 칭찬글 ‘감동’,0,임환호 소방교는 “<b>코로나</b>19로 국민 모두가 힘든 시기에 소방공무원으로서 당연한 일이었는데 이렇게 칭찬해주셔서 정말 감사하다”며 “앞으로도 더욱 더 신속하고 친절한 서비스로 국민의 생명과 안전을 위해 최선을... ,1
33,"계룡시, 여름철 '폭염대응' 종합대책 추진",0,특히 이번 폭염대응은 <b>코로나</b>19 감염 예방 및 확산 방지를 위해 많은 사람이 모이거나 접촉가능성이 높은... 행동요령과 <b>코로나</b>19 감염예방을 위한 냉방기기 사용법 등을 홍보해 주민 건강과 안전 제고에 집중할 예정이다.,1
34,"무주군, 공공산림가꾸기 '두 마리 토끼' 잡아",1,사업추진에 앞서 지난 4월 산림바이오매스 수집단 69명을 선발 완료하고 참여자를 대상으로 <b>코로나</b>19 관련... 산림녹지과 이상일 산림조성 팀장은 &quot;<b>코로나</b>19로 침체되어 있는 상황에서 이번 사업을 통해 사회적... ,1
35,"SK하이닉스, 작년 '사회적 가치' 실적 부진...&quot;환경영향 최소화 노력&quot;",1,"<b>코로나</b>19와 같은 국가적 전염병 이슈나 자연재해에 대비하여 국민들의 안전과 생존을 지원하는 사회적 안전망도 지속 개발해 나간다는 계획이다. 한편 SK하이닉스는 지난해 지역사회, 고객, 협력사, 주주를 대상으로... ",1
36,"평택시 바르게살기 세교동 위원회, 현충일 맞아 태극기달기운동 전개",0,"강경화 위원장은 &quot;6월 호국영령의 달을 맞아 순국선열들을 기리는 가장 첫걸음은 태극기 게양이라 생각 한다&quot;며 &quot;<b>코로나</b>19로 인해 외출이 어려운 만큼, 태극기 게양을 통해 순국선열에 대한 감사한 마음을 되새기는 날이... ",1
37,"무안군, 개학 맞이 <b>코로나</b>19 예방 캠페인 실시",1,"내외뉴스통신, NBNNEWS 전남 무안군은 지난 3일과 4일 남악초등학교와 무안초등학교에서 개학맞이 <b>코로나</b>19... 있도록 <b>코로나</b>19 예방수칙을 적극 홍보했다. 이와 더불어 마스크 잘 쓰기, 친구들과 떨어져 앉기, 창문을 열어... ",1
38,"셀트리온, &quot;램시마SC 제형간 유효성 차이 없어&quot;",0,EULAR는 3일부터 6일까지 독일 프랑크푸르트에서 열릴 예정이었으나 <b>코로나</b>19로 인해 온라인으로 진행됐다. 이번 임상결과 자료는 학회 홈페이지를 통해 공개됐다. 4일 셀트리온에 따르면 EULAR에서 발표한 임상... ,1
39,[1분에 끝내는 오늘의 축구 이슈] 6월 4일 해축 브리핑,0,"그날의 이슈를 정리해 한눈에 볼 수 있게 정리했다. #<b>코로나</b> #토트넘 #하세베 #리버풀 #베르너 #외질 그래픽=황지영, 사진=게티이미지코리아 Copyright ⓒ 포포투, 무단 전재 및 재배포 금지",1
40,건강용품업체 `리치웨이` 관련 확진자 최소 12명…&quot;대부분 어르신들&quot;,1,다단계식 건강용품 판매업체 '리치웨이' 관련 <b>코로나</b>19 확진자가 4일 오전까지 최소 12명 파악됐다.... 지난 29일 리치웨이에 다녀온 안산 17번 환자는 다음날인 지난 30일부터 두통과 인후통 등 <b>코로나</b>19 의심 증상이... ,1
41,수안 '지친 의료진들을 위한 노래',0,가수 수안이 4일 오후 서울 중랑구 서울의료원에서 열린 '서울의료원 잠시멈춤 콘서트'에서 신종 <b>코로나</b>바이러스 감염증(<b>코로나</b>19) 환자 진료를 위해 수고해 온 의료진들을 위해 공연을 펼치고 있다. 2020.6.4/뉴스1,1
42,수안 '지친 의료진들을 위한 노래',0,가수 수안이 4일 오후 서울 중랑구 서울의료원에서 열린 '서울의료원 잠시멈춤 콘서트'에서 신종 <b>코로나</b>바이러스 감염증(<b>코로나</b>19) 환자 진료를 위해 수고해 온 의료진들을 위해 공연을 펼치고 있다. 2020.6.4/뉴스1,1
43,&quot;뺄수록 잘나가네&quot;… 당·나트륨·지방 최소화한 '로우푸드' 인기,1,"정식품 관계자는 “<b>코로나</b>19 이후 건강을 챙기는 트렌드에 따라 저당, 저염, 저지방에 대한 소비자들의 관심이 더욱 높아지고 있다”며 “앞으로도 맛은 물론 체계적인 영양설계로 누구나 안심하고 건강하게 즐길 수... ",1
44,"예산소방서, 손정호 소방본부장 초도 방문",0,방문해 <b>코로나</b>19 대응 격려 및 직원들의 의견청취와 당면 현안업무 등을 보고 받았다. 손 본부장은 예산소방서 2020년 주요 및 당면 현안업무 등을 보고 받고 각 과와 119안전센터를 순회하며 <b>코로나</b>19의 어려운 상황... ,1
45,"경북교육청, 고1학생 1분기 학비 전액 반환… 2분기는 면제",0,경북교육청은 <b>코로나</b>19로 경제적 어려움을 겪고 있는 학부모의 교육비 부담을 덜어주기 위해 미리 납부한... 임종식 교육감은 &quot;학비 반환을 통해 <b>코로나</b>19 장기화로 어려움을 겪고 있는 학부모의 교육비 부담을... ,1
46,"마이다스에셋, '아시아 리더스 테크 성장주 목표전환형 펀드' 기준가 달성",0,"오남훈 주식운용1본부장은 “테크 업종 내에서도 <b>코로나</b>19와 미중 무역분쟁으로 일부 수혜를 입는 기업들이 있었다”며 “기본적으로 5G, 전기차, 자동화 로봇 등의 주요 테마에 집중하여 목표 성과를 달성할 수... ",1
47,"신한카드, 구독경제 주목 '딥원스카드' 새 광고 시작",0,올 2월에 출시된 딥원스카드는 구독 경제에 특화한 상품으로 <b>코로나</b>19 등의 영향으로 사회적 거리 두기를 일상화한 언택트 시대에 더욱 주목 받고 있다. 이번 광고에서 신한카드는 매달 비용을 내고 필요한 물건과... ,1
48,'제3기 스타기업' 지정…강소기업 성장 지원,1,김용찬 행정부지사는 &quot;<b>코로나</b>19로 국내외 경제여건이 어려운 상황이지만 충남을 빛낼 스타기업으로 선정된 것에 자긍심을 갖고 지역경제 활성화를 위해 함께 노력해 달라&quot;고 기업인들에게 당부하며 &quot;충남스타기업이... ,1
49,"KB캐피탈, 한국GM과 6월 쉐보레 콤보 할부",1,"(선수금 12만원 기준) 또 쉐보레는 5월에 이어 6월에도 <b>코로나</b>19로 인한 어려움 속에서도 수고하고 있는 이들을 격려하기 위해 '우리들의 히어로 여러분을 쉐보레가 응원합니다!'(Thank you, Our Heroes! Chevrolet with you!... ",1
50,"인테리어 공사 불만족 0%, 안심 인테리어플랫폼 '뚝딱'이 해결사로 나선다… ...",0," <b>코로나</b>19 이후 집에 있는 시간이 늘어나면서 집을 휴식공간, 홈엔터테인먼트 공간, 나만의 공간으로 꾸미려는 인테리어 수요가 증가하고, 인테리어 시공 결과에 대해 불만을 표시하는 소비자도 덩달아 증가하고 있다.... ",1
51,'의료진 힘내세요',1,4일 오후 서울 중랑구 서울의료원에서 열린 '서울의료원 잠시멈춤 콘서트'에서 신종 <b>코로나</b>바이러스 감염증(<b>코로나</b>19) 환자 진료를 위해 수고해 온 의료진들이 가수 수안의 공연을 보고 있다. 2020.6.4/뉴스1,1
52,"농어촌公, 100억 상생펀드 조성해 중소기업과 동반성장",0,"광주전남 지역 소재 중소기업과 일자리창출기업은 최대 5억 원, 창업기업과 <b>코로나</b>19 피해 중소기업은 최대... 이번 상생펀드를 통한 대출금리 우대는 실질적인 이자 부담 완화로 <b>코로나</b>19로 경영의 어려움을 겪고 있는... ",1
53,'4중고' 겹친 시위 '진정세'...향후 1주일 중대고비,1,"미 언론은 이번 사태와 관련해 &quot;사실상 무정부&quot; 등의 표현으로 규정하며, 인종차별에 <b>코로나</b> 사태 등 네가지... 주방위군의 경우 <b>코로나</b>19 지원에 투입한 병력까지 합치면 7만 명쯤으로 미국 내 각종 사태에 동원된 규모로는... ",1
54,한국판 뉴딜에 76조 투자...靑 &quot;디지털·그린 산업 신진대사 촉진&quot;,0,"<b>코로나</b>19 경제 위기 극복의 해법치고는 비중이 크지 않은데, 정부는 2025년까지 15배에 달하는 76조 원을... 산업의 신진대사를 촉진하는 것이 <b>코로나</b>19 위기를 기회로 살리는 방향이라고 보고 있습니다. YTN 신호입니다.",1
55,"체리쉬, 창립 16주년 기념 특가 이벤트 이달까지 연장-회원 대상 침실·주방·...",1,"체리쉬는 <b>코로나</b>19로 인한 어려움이 이어지는 가운데, '대한민국 동행세일'에 동참하는 취지로 지난 4월 말부터 진행했던 창립 16주년 특가 이벤트를 오는 30일까지 연장한다고 밝혔다. 체리쉬는 이번 특가 이벤트를 통해... ",1
56,&quot;디지털 적응은 생존 문제...단절 극복할 포용이 핵심&quot;,0,<b>코로나</b>19 확산으로 온라인 수업과 같은 비대면 활동이 늘면서 디지털 환경 적응이 현대 생활의 필수 요소가... 포스트 <b>코로나</b> 시대에 대비한 디지털 환경 토론회에 이혜리 기자가 다녀왔습니다. [기자] 사상 초유의 온라인... ,1
57,'석남역 메트로시티' 홍보관 오픈… 인천 서북권 교통망 품은 대단지 아파트,0,"한편, 석남역 메트로시티 홍보관은 인천광역시 서구 가좌동에 위치해 있으며 <b>코로나</b>19 예방과 방문객 편의, 방문자 간 접촉 최소화를 위해 사전 방문 예약제를 실시하고 있다.",1
58,"WHO, 트럼프 복용 말라리아약의 <b>코로나</b>19 치료제 실험 재개",0,"세계보건기구, WHO는 도널드 트럼프 미국 대통령이 <b>코로나</b>19 예방 차원에서 복용하고 있다고 밝힌 말라리아... 앞서 테워드로스 사무총장은 지난달 25일 <b>코로나</b>19 치료제의 효능과 안전성을 실험하는 WHO의 '연대 실험'에서... ",1
59,설계사 만족도 높은 GA대리점 ‘원금융서비스’,0,"-‘원금융서비스’ 소비자의 만족도를 위한 서비스 제공 -신뢰도 높아 입사 희망자 수 증가 요즘 <b>코로나</b>로... 또한 <b>코로나</b>로 인해 해외여행이 중단된 지금, 직원 복지 차원에서 양평에 별장(원금융빌리지)을 마련해... ",1
60,"종로학원, 21일 드라이브스루 입시설명회 개최",1,그러나 최근 수도권을 중심으로 <b>코로나</b> 바이러스 감염이 재확산되면서 자동차에서 설명회를 듣는 드라이브 스루 방식으로 진행한다. 참석자는 차 안에서 발열 검사를 받고 자료집을 받은 뒤 자동차에 탄 채로 라디오를... ,1
61,소모임에도 방역관리자 운영...사각지대 없앤다,1,방역 당국의 손길이 미치지 않는 곳까지 <b>코로나</b>19 관리를 강화하기 위해서입니다. 김학무 기자의 보도입니다. [기자] 최근 <b>코로나</b>19 확진자가 속출하는 곳은 물류센터 등 다중이용시설과 종교 소모임. 이에 따라 정부는... ,1
62,의료진의 미소,1,4일 오후 서울 중랑구 서울의료원에서 열린 '서울의료원 잠시멈춤 콘서트'에서 신종 <b>코로나</b>바이러스 감염증(<b>코로나</b>19) 환자 진료를 위해 수고해 온 의료진들이 가수 폴 킴의 공연을 보고 있다. 2020.6.4/뉴스1,1
63,[여시아문] 손,0,<b>코로나</b>19 확산을 막기 위해 무료 급식소가 모두 문을 닫았다. 그가 허기를 해결하던 곳을 잃어버린 것이다.... 노숙인들에게는 <b>코로나</b>보다 더 무서운 것이 굶주림일 지도 모른다. 바이러스가 우리들 서로의 손을 멀어지게 할... ,1
64,문 대통령 지지율 58.9％…20대 이탈 영향,0,"이어 “수도권을 중심으로 신종 <b>코로나</b>바이러스 감염증(<b>코로나</b>19)의 산발적인 집단 감염, 윤미향 더불어민주당 의원 이슈 등이 중도층 이탈로 이어진 결과로 보인다”고 전했다. 특히 이념성향별 중도층에서... ",1
65,<b>코로나</b>19 방역지침...'딥러닝' 수어 통역 기술로 제작,0,"아직 기술이 완성되지는 않았는데, 우선 이 기술을 활용해 <b>코로나</b>19 생활방역 지침을 수어 애니메이션으로 제작해 공개했습니다. 이정우 기자입니다. [기자] <b>코로나</b>19 이후 감염자 정보와 동선, 감염병 예방을 위한 정부... ",1
66,"강서구청 <b>코로나</b> 확진자, 가양3동·화곡3동 거주..에바다교회·관악 리치웨이...",0,한국정경신문 최태원 기­자  [한국정경신문=] 서울 강서구청이 관내 <b>코로나</b>19 확진자 발생 소식을 4일 전했다.강서구청에 따르면 가양3동 거주 70대 남성과 화곡3동에?거주 70대 남성이 각각 <b>코로나</b> 확진 판정을 받았다.... ,1
67,"여수시, <b>코로나</b>19 극복 문화예술단체에 50만원 지원",0,여수시가 <b>코로나</b>19의 장기화로 각종 문화행사가 취소·연기되어 경제적으로 어려움을 겪고 있는 지역의... 권오봉 여수시장은 “<b>코로나</b>19로 어려움을 겪고 있는 여수 지역의 문화예술단체에 재정적 지원을 통해... ,1
68,이상직 의원 &quot;전북판 뉴딜 완성에 매진&quot;,1,그는 &quot;이 법이 통과하면 가구당 500만∼600만원의 소득이 증가하고 자영업자 20만명이 이득을 본다&quot;며 &quot;신종 <b>코로나</b>바이러스 감염증(<b>코로나</b>19) 여파로 민생현장의 기반이 무너졌는데 생존을 위한 현실적인 법안&quot;이라고... ,1
69,"여수 둔덕동 지역사회보장협의체, 독거노인 7세대 찾아 생신 축하",1,강행숙 둔덕동장은 &quot;홀로계신 어르신들이 외롭지 않은 삶을 지낼 수 있도록 지속적인 관심과 다양한 사업을 운영하겠다&quot;며 &quot;지역사회보장협의체와 협력해 <b>코로나</b>로 힘든 시간을 보낸 지역 주민들을 위해... ,1
70,"NH농협손보 임직원, 영농철 일손돕기에 구슬땀",0,임종철 NH농협손해보험 부사장은 “<b>코로나</b>19로 인한 화훼농가의 어려움이 장기화 되고 있어 안타깝다”며 “농협손해보험은 지속적인 농촌 지원활동을 통해 농가의 경영안정에 기여할 수 있도록 최선을 다하겠다”고... ,1
71,"김용범 기재 1차관 &quot;4월 경상수지 적자, 일시적 요인…5월 흑자&quot;",0,이어 &quot;또 다른 일시적 요인은 신종 <b>코로나</b>바이러스 감염증(<b>코로나</b>19)으로 인한 세계 경제 부진과 이에 따른 수출 부진 영향&quot;이라며 &quot;통상 상품수지가 흑자를 기록하며 소득수지 적자 폭을 메꿨지만 올 4월은 무역수지... ,1
72,"경주시, 유원시설·야영장 사회적 거리두기 점검",1,경주시는 <b>코로나</b>19 ‘사회적 거리두기’에서 ‘생활 속 거리두기’로 전환된 이후 관내 야영장 및... 안내함으로써 <b>코로나</b> 예방 및 조기 종식에 최선을 다하고 있다. ▲ 경주 유원시설 및 야영장 사회적거리두기 점검 모습... ,1
73,"영양군, 외국인 계절근로사업 추진 위한 농가설명회 개최",0,"▲ 영양군청 전경 (C)영양군 이날 설명회에서는 올해 상반기 <b>코로나</b>19의 전 세계적 확산으로 인해 중지되었던 외국인 계절근로사업의 추진일정 및 도입 인원, 그리고 <b>코로나</b>19 상황에 대한 대응방안 등을 설명했다.... ",1
74,"경주시, 경희학교·기숙사 고등학교 <b>코로나</b>19 진단검사",1,"대상으로 <b>코로나</b>19 진단검사를 실시했다고 4일 밝혔다. ▲ 경주시, 경희학교 및 기숙사 고등학교 <b>코로나</b>19 진단검사 모습 (C) 경주시 제공 경주시보건소와 경주교육지원청은 지난달 21일부터 4일까지 관내 10개교, 학생... ",1
75,고삐 풀린 광교 집값 &quot;무섭네&quot;…강남 집값 `턱밑` 추격,0,15억이 넘는 초고가 아파트값이 정부의 부동산 규제와 <b>코로나</b>19에 따른 거래 침체 분위기를 뚫고 무섭게 오르고 있다. 최근 15억원을 넘어 20억원에 실거래되는 단지들이 속속 나오면서 강남 일대 아파트 단지의... ,1
76,"해수부, '해양수산 중소·벤처기업' 컨설팅 지원",0,"올해는 <b>코로나</b>19 영향으로 주목받고 있는 디지털·비대면 분야 기업을 육성하기 위해 관련 사업 제안기업에게는 가점을 부여할 예정이다. 또한, 기업 부담을 덜어주기 위해 정부지원금의 10% 수준인 기업부담금도 전액... ",1
77,"[김대호의 경제읽기] 뉴욕증시 연일 강세…코스피 2,200선 근접",1,<b>코로나</b>19로 인한 경기 침체가 끝나가는 걸까요? 밤사이 뉴욕 증시가 급등하고 코스피 또한 2200선에 근접하는... &lt;질문 4&gt; <b>코로나</b>19로 팔지 못했던 재고 면세품이 시중에 판매되며 큰 관심을 끌었습니다. 한때 판매하는... ,1
78,"경북교육청, 1분기 학비 학부모들에 반환",0,경북교육청(교육감 임종식)은 지난 6월 1일까지 <b>코로나</b>-19로 경제적 어려움을 겪고 있는 학부모의 교육비... 임종식 교육감은“학비 반환을 통해 <b>코로나</b>-19 장기화로 어려움을 겪고 있는 학부모의 교육비 부담을... ,1
79,"중기부-NHN, 경남 김해에 '데이터센터' 구축한다",0,NHN은 포스트 <b>코로나</b> 시대에 대비하기 위해 클라우드 수요가 급증하면서 새로운 데이터 허브를 설립하기로 했다고 설명했다. 한편 중기부는 올해 하반기부터 본격적으로 추진할 'AI 제조 플랫폼 사업'을 통해... ,1
